Question,Answer
Would the discovery of Noah’s Ark be important?,"There have been numerous claimed discoveries of Noah’s ark in recent years. The discoveries have been in various locations, ranging from 
Mount Ararat in Turkey
, to a mountain range in Iran, to an entirely different location on Mount Ararat (with a visitors’ center). It is not the purpose of this article to evaluate whether or not the Noah’s ark discovery claims are legitimate. Rather, the question at hand is, if Noah’s ark was discovered, would that be significant? Would a Noah’s ark discovery cause people to turn to God in faith?

The discovery of a boat-like structure in the mountains of the Middle East, dated to approximately the time of the biblical account of Noah’s ark (2500 BC), with evidence of animal life once having been aboard, would surely be a tremendous discovery. For those who believe in God and trust in the Bible as His inspired Word, it would be powerful confirmation that the Bible is true and that early human history occurred precisely as the Bible describes it. A verified Noah’s ark discovery would likely cause many seekers and open-minded skeptics to at least re-evaluate their beliefs. For the close-minded critic and hardened atheist, however, the discovery of Noah’s ark would not make one bit of a difference.

A Noah’s ark discovery, as significant as that would be, would not be enough to overcome 
spiritual blindness
. 
Romans 1:19–20
 says, “What can be known about God is plain to them, because God has shown it to them. For His invisible attributes, namely, His eternal power and divine nature, have been clearly perceived, ever since the creation of the world, in the things that have been made. So they are without excuse” (ESV). If a person is rejecting the clear evidence of God in the universe, no biblically related discovery, including a Noah’s ark discovery, would change his or her mind. Not even a confirmed resurrection would dint a lack of faith: “If they do not hear Moses and the Prophets, neither will they be convinced if someone should rise from the dead” (
Luke 16:31
). No discovery, no argument, and no miracle will change the mind of a person who has been blinded by Satan (
2 Corinthians 4:4
) and who is, with a hard heart and closed mind, rejecting the light of the gospel.

What if Noah’s ark is never discovered? Would it matter to the believer? No, the lack of a Noah’s ark discovery makes no difference because the Christian faith is not dependent on every biblical account being explicitly or conclusively “proved.” The events in the Bible were actual, historical events involving real people and, for the most part, recorded by eyewitnesses, but we don’t expect to find ancient artifacts tracing back to everything mentioned in Scripture. The Christian faith is built on 
faith
, after all. “Blessed are those who have not seen and yet have believed” (
John 20:29
).

There are two primary reasons why Noah’s ark might never be discovered. First, the wood of the ark would have been very valuable after the  
flood
. Noah and his family would have needed wood for any number of projects. It is possible that Noah and his family or their descendants deconstructed the ark and used its wood for other purposes. Second, even if Noah and his family left the ark intact, approximately 4,500 years have passed since that time. A wooden structure exposed to harsh natural elements for 4,500 years would likely decompose or decay into virtual nothingness.

While a Noah’s ark discovery would be a tremendous archaeological find, it will never be something Christians should place their faith in. The discovery of Noah’s ark or the ark of the covenant or the Holy Grail or any other biblical artifact will not “prove” the Christian faith, and it will not change the mind of anyone whom God is not drawing to Himself (
John 6:44
). “Faith is the assurance of things hoped for, the conviction of things not seen” (
Hebrews 11:1
)."
What are some of the most common questions about Noah’s Ark?,"Who was Noah’s wife?


Would the discovery of Noah’s Ark be important?


What are some of the most common questions about Noah’s Ark?


How did Noah fit all the animals on the ark?


How long did it take Noah to build the ark?


How long was Noah on the ark?


How many people were on Noah’s ark?


How many animals were on Noah’s ark?


What similarities are there between the Gilgamesh flood account and biblical flood account?


What was the purpose of the flood in the time of Noah?


How was the flood in the time of Noah just?


How can God be good if He drowned babies in Noah’s flood?


Can the flood mentioned in Genesis be proven?


Were there dinosaurs on Noah’s ark?


Was Noah’s flood global?


When was Noah’s flood?


Had it ever rained before the Flood in Noah’s day?


Did the Bible copy the Flood account from other myths and legends?


Are there really hundreds of flood legends giving credence to the Genesis flood?"
Why didn’t Adam and Eve find it strange that a serpent was talking to them?,"Interestingly, the serpent/snake speaking to 
Adam
 and 
Eve
 is not the only instance in the Bible where an animal speaks. The prophet Balaam was rebuked by his donkey (see 
Numbers 22:21-35
). We have to remember that while animals are not capable of speaking, there are powerful beings out there (God, the angels, Satan, the demons) who are capable of the impossible, including enabling animals to speak. Most scholars hold that it was Satan in the Garden of Eden who was speaking through the snake, not the snake itself speaking on its own. Thus, the 
Genesis 3
 account it is not suggesting that snakes were of an intellect that would have enabled them to speak coherently.

Still, why didn’t Adam and Eve find it strange that an animal was speaking to them? It is unlikely that Adam and Eve had the same perspective we do on animals. In our era, we know from experience that animals are incapable of speech on the same level as humans. Adam and Eve did not have a childhood, nor did they have other humans to learn from. Given that Adam and Eve had probably only been alive a matter of days, it is not unreasonable for them to believe that animals were capable of speech. It is also possible that this was not the first talking animal Adam and Eve had encountered. Perhaps Satan or even God Himself had used animals to communicate with Adam and Eve before. There are so few details given in the account that much is left to speculation and presumption. 

Lastly, it was not unreasonable for Eve to answer the snake. After all, the snake was evidently speaking in a language that she understood and asking an intelligible question. It is also likely that Adam was nearby and could verify that she was not imagining things. It was not the serpent speaking that should have alarmed them. Rather, it was the fact that he was causing them to doubt God’s instructions (
Genesis 3:1
), contradicting God (
Genesis 3:4
), and calling God’s motives into question (
Genesis 3:5
). That should have been enough to cause both Eve and Adam to stop talking to the serpent."
What happened at the Tower of Babel?,"The Tower of Babel is described in 
Genesis 11:1-9
. After the Flood, God commanded humanity to ""increase in number and fill the earth"" (
Genesis 9:1
). Humanity decided to do the exact opposite, “Then they said, ‘Come, let us build ourselves a city, with a tower that reaches to the heavens, so that we may make a name for ourselves and not be scattered over the face of the whole earth’” (
Genesis 11:4
). Humanity decided to build a great city and all congregate there. They decided to build a gigantic tower as a symbol of their power, to make a name for themselves (
Genesis 11:4
). This tower is remembered as the Tower of Babel.

In response, God confused the languages of humanity so that they could no longer communicate with each other (
Genesis 11:7
). The result was that people congregated with other people who spoke the same language, and then went together and settled in other parts of the world (
Genesis 11:8-9
). God confused the languages at the Tower of Babel to enforce His command for humanity to spread throughout the entire world.

Some Bible teachers also believe that God created the different ethnicities of humanity at the Tower of Babel. This is possible, but it is not taught in the biblical text. On the origin of the ethnicities, please read our article - 
https://www.gotquestions.org/different-races.html
. It seems more likely that the different ethnicities existed prior to the Tower of Babel and that God confused the languages at least partially based on the different ethnicities. From the Tower of Babel, humanity divided based on language (and possibly ethnicity) and settled in various parts of the world.


Genesis 10:5
, 
20
 and 
31
 describe Noah’s descendants spreading out over the earth “by their clans and languages, in their territories and nations.” How is this possible since God did not confuse the languages until the Tower of Babel in Genesis chapter 11? 
Genesis 10
 lists the descendants of Noah’s three sons: Shem, Ham, and Japheth. It lists their descendants for several generations. With the long life spans of that time (see 
Genesis 11:10-25
), the genealogies in 
Genesis 10
 likely cover several hundreds of years. The Tower of Babel account, told in 
Genesis 11:1-9
, is a “flashback” to the point in 
Genesis 10
 when the languages were confused. 
Genesis 10
 tells us of different languages. 
Genesis 11
 tells us how the different languages originated."
Why did God create such a vast universe and other planets if there is only life on Earth?,"The question of whether God created life on other planets is certainly fascinating. 
Psalm 19:1
 says that “the heavens declare the glory of God, and the firmament shows His handiwork.” Everything that God has made, be it you and me, or wildlife, or angels, or stars and planets, has been created for His glory. When we see a breathtaking view of the Milky Way or peer at Saturn through a telescope, we are amazed at the wonders of God!



David wrote in 
Psalm 8:3
, “I consider Your heavens, the work of Your fingers, the moon and the stars, which You have ordained.” When we see the vast number of stars, then read that scientists have discovered thousands upon thousands of galaxies, each containing millions of stars, we should be standing in reverent fear of a God so immense to make all that and call it the work of His fingers! Furthermore, 
Psalm 147:4
 tells us that “He counts the number of the stars, He calls them all by name.” It is impossible for mankind to know how many stars there are, not to mention the “name” of every star! “Indeed My hand has laid the foundation of the earth, And My right hand has stretched out the heavens; When I call to them, They stand up together” (
Isaiah 48:13
).

Space and planets were created for God’s glory. We know that stars and planets outside our solar system exist, and these, too, were created for the glory of God. A constantly expanding universe is yet another conjecture that has yet to be proven. The next star farther than the sun is over 4 light-years away, and that isn’t even a measurable fraction of the size of the known universe, expanding or not. 

As to whether there is life on other planets, we simply do not know. So far, no evidence of life on the other planets of our solar system has been found. Considering the nearness of the end times, it is unlikely that man will progress far enough to visit other galaxies before the Lord’s return. Wherever life exists or doesn’t exist, God is still the Creator and Controller of all things, and all things were made for His glory."
Is there any evidence for young earth creationism?,"Interpreting evidence is a somewhat subjective process because evidence can always be viewed from multiple vantage points. Police detectives examine crime scenes to determine the most likely perpetrators of the crimes. Sometimes the evidence seems to point in one direction only to later be proved to have been pointing in a different direction all along. Evidence rarely has only one possible explanation.


Old earth creationists
 examine the cosmological and geological data and conclude that the universe is billions of years old. 
Young earth creationists
 admit that the earth and the universe appear to be billions of years old but contend that the data is being misinterpreted.

Most young earth creationists believe that God created the earth and the universe with the appearance of age, much like Adam and Eve were created as adults. If a doctor had examined Adam and Eve on the second day of their existence, the doctor would have said they were decades old even though they were only created the previous day. Similarly, God created the universe and earth so that it could sustain life from the moment He created it. Therefore, it gives the appearance of having aged billions of years even though it is only thousands of years old. So, all the cosmology, geology, and other sciences that uncover evidence for billions of years are in fact pointing to the appearance of age that resulted from God creating a mature and stable universe capable of harboring life.

Most old earth creationists reject the “appearance of age” argument and see it as unnecessary, even deceptive. Why would God create something that appears to be old when it is in fact young? Further, there are many phenomena in the universe with origins seemingly unexplainable other than by allowing for billions of years, and they are unnecessary to harbor life. The old earth creationists say that, if everything in the universe seems to point to billions of years, it should be accepted that the universe is billions of years old.

Both sides examine and interpret the same data. Young earth creationists see anything that points to billions of years as evidence for God creating the universe with the appearance of age or as examples of the scientific community misinterpreting the data. Old earth creationists see everything that points to billions of years as evidence that the universe is actually billions of years old.

So, whether it is continental erosion, subterranean fluid pressure, global cooling, lunar recession, helium diffusion, radiometric dating, the geological column, the big bang theory, redshift, distant starlight, etc., both young earth and old earth creationists believe they can explain the evidence in such a way that supports their viewpoint and/or refutes the other side.

Is there evidence for young earth creationism? Possibly. Is there evidence for old earth creationism? Possibly. It all depends on which viewpoint is correct. In reality, 
all
 of the evidence points in the direction of the truth of how long ago God created the universe. It is a matter of us interpreting the data correctly."
What is the best evidence/argument for intelligent design?,"Modern scientific insight has revealed startling evidence for intelligent design from various disciplines, from biology to astronomy, from physics to cosmology. The purpose of this article is to summarize some of the major arguments.


What is the best evidence/argument for intelligent design? – From Biology

In recent years, William Dembski has pioneered a methodology which has become known as the “explanatory filter,” a means by which design can be inferred from the phenomena of nature in particular living organisms. The filter consists of a sequence of three yes/no questions that guide the decision process of determining whether a given phenomenon can be attributed to an intelligent causal agency. Based upon this filter, if an event, system or object is the product of intelligence, then it will:

1. Be contingent 

2. Be complex 

3. Display an independently specified pattern

Thus, in order to be confident that a given phenomenon is the product of intelligent design, it cannot be a regularity that necessarily stems from the laws of nature, nor can it be the result of chance. According to Dembski, the explanatory filter highlights the most important quality of intelligently designed systems, namely, specified complexity. In other words, complexity alone is not enough to indicate the work of an intelligent agent; it must also conform to an independently specified pattern.

Among the most compelling evidence for design in the realm of biology is the discovery of the digital information inherent in living cells. As it turns out, biological information comprises a complex, non-repeating sequence which is highly specified relative to the functional or communication requirements that they perform. Such similarity explains, in part, Dawkins’ observation that, “
The machine code of the genes is uncannily computer-like.
” What are we to make of this similarity between informational software—the undisputed product of conscious intelligence—and the informational sequences found in DNA and other important biomolecules?


What is the best evidence/argument for intelligent design? – From Physics

In physics, the concept of cosmic 
fine tuning
 gives further support to the design inference. The concept of cosmic fine tuning relates to a unique property of our universe whereby the physical constants and laws are observed to be balanced on a “razor’s edge” for permitting the emergence of complex life. The degree to which the constants of physics must match precise criteria is such that a number of agnostic scientists have concluded that, indeed, there is some sort of transcendent purpose behind the cosmic arena. British astrophysicist Fred Hoyle wrote, “A common sense interpretation of the facts suggests that a super intellect has monkeyed with physics, as well as with chemistry and biology, and that there are no blind forces worth speaking about in nature. The numbers one calculates from the facts seem to me so overwhelming as to put this conclusion almost beyond question.”

One example of fine tuning is the rate at which the universe expands. This value must be delicately balanced to a precision of one part in 10
55
. If the universe expanded too quickly, matter would expand too quickly for the formation of stars, planets, and galaxies. If the universe expanded too slowly, the universe would quickly collapse before the formation of stars.

Besides that, the ratio of the electromagnetic force to gravity must be finely balanced to a degree of one part in 10
40
. If this value were to be increased slightly, all stars would be at least 40% more massive than our sun. This would mean that stellar burning would be too brief and too uneven to support complex life. If this value were to be decreased slightly, all stars would be at least 20% less massive than the sun. This would render them incapable of producing heavy elements necessary to sustain life.


What is the best evidence/argument for intelligent design? – From Cosmology

With modern discoveries in the field of cosmology, the concept of a definitive beginning of the cosmos has been demonstrated almost beyond question. The 
Kalam
 argument states that:

1. Everything which begins to exist has a cause apart from itself

2. The universe began to exist

3. Therefore, the universe has a cause apart from itself

Today we have abundant data that the universe had a beginning. Given the Law of Causality, there must be an uncaused first cause existing outside of space and time. This first cause, being uncaused, must be eternal. Observations of the nature of the effect lead to the conclusion that the first cause must be intelligent and powerful enough to bring space, matter and even time itself into being.


What is the best evidence/argument for intelligent design? – Conclusion

This article is but a brief overview of some of the key elements involved in the design inference. The purpose is to demonstrate the wide body of support for intelligent design from a large range of disciplines, including biology, physics and cosmology."
What is the theory of abiogenesis?,"Abiogenesis is the idea of life originating from non-living material (non-life). This concept has expanded a great deal as mankind’s understanding of science has grown, but all forms of abiogenesis have one thing in common: they are all scientifically unsupportable. There have been no experiments demonstrating abiogenesis in action. It has never been observed in a natural or artificial environment. Conditions believed to have existed on earth are either incapable of producing the building blocks needed, or self-contradictory. No evidence has been found suggesting where or when such life might have generated. In fact, everything we know of science today seems to indicate that abiogenesis could not have happened under any naturally possible conditions.

Early concepts of abiogenesis were very simplistic. Rotting meat was soon covered in maggots, and so it was assumed that the meat turned into maggots. Mice were usually seen in places where hay was stored, so it was assumed that hay turned into mice. This type of abiogenesis is known as “spontaneous generation.” This was actually the popular scientific explanation for the reproduction of living things as recently as a few hundred years ago. It wasn’t until the mid-1800s that men like Pasteur proved experimentally that living things can only come from other living things. That is, science eventually proved conclusively that the only supportable origin for any living cell is another living cell.

Modern ideas of abiogenesis can be very complex, and some are more outrageously unlikely than others. Guesses are widely varied, from deep-sea lava vents to meteoric impact sites and even radioactive beaches. In general, all modern theories of abiogenesis imagine some scenario in which natural conditions create, combine, and arrange molecules in such a way that they begin to self-replicate. These theories vary widely as to the nature of these conditions, the complexity of the molecules, and so forth. All share at least one common factor: they are implausible to the point of impossibility, based on established science.

One problem with modern abiogenesis is the extraordinary complexity of living organisms. Experiments have proven that very simple amino acids can be formed in laboratory conditions. However, these separate acids are nowhere near sufficient to create a living cell. The conditions which create these acids would not only kill any such cell as soon as it was formed, but are also unlikely to have ever actually existed at any time in earth’s history. Any evolutionary theory that seems to suggest how ultra-simple life could have developed from a single newly formed cell has no answer for how that cell could have been formed in the first place. There is no “prototype first cell.” Science has never even come close to producing a self-sustaining living cell that could have been produced by, or survived in, the conditions needed to form its components.

It has been said that “death is philosophy’s only problem.” This may or may not be true, but dealing with death presents a major challenge to any philosophical view. In much the same way, abiogenesis is the scientific naturalist’s biggest problem. There are naturalistic guesses about how life could have begun without any Creator or Designer. And yet, these purely natural explanations are thoroughly refuted by science itself. It is ironic that so many people proclaim scientific naturalism to be “proven,” “established,” or “demonstrated” so clearly. And yet, naturalism is necessarily linked to abiogenesis, which is scientifically impossible.

The overwhelming evidence that life cannot come from non-life is a powerful indication that naturalism is not a realistic worldview. Life either had a natural origin (abiogenesis) or a supernatural origin (intelligent design). The scientific impossibility of abiogenesis is an argument for, at least, a supernatural originator. The only way to create even the most basic building blocks of life is in non-natural, highly designed, and tightly controlled conditions. That, by itself, makes it reasonable to presume that life cannot begin without intelligent intervention."
Is the Adam and Eve story to be understood literally?,"Let us assume for a moment that the 
Adam and Eve
 story is 
not
 to be understood literally. What would be the result? Would Christianity remain essentially the same with a non-literal understanding of the story of Adam and Eve? No. In fact, it would have serious implications for virtually every tenet and doctrine of the Christian faith. If Adam was not a real man, then sin did not enter the world through one man as 
Romans 5:12
 states. How, then, did sin enter the world? Further, if the New Testament is wrong about how sin entered the world, what else is it wrong about? If 
Romans 5:12
 is wrong, how do we know that the entirety of 
Romans 5:8–15
 is not wrong?
If the story of Adam and Eve is not to be taken literally—if they did not really exist—then there was no one to rebel, there was no 
fall into sin
. Satan, the great deceiver, would like nothing better than for people to believe that the Bible should not be taken literally and that the story of the 
fall of man
 is a myth. Why? Because once we start denying parts of the Bible, we lose our trust in the Bible. Why should we believe anything God’s Word says if we cannot trust everything that it says? 

Jesus taught that God created one man and one woman (
Mark 10:6
) and mentions Abel, a son of Adam and Eve in 
Luke 11:51
. Was Jesus wrong in His beliefs? Or did Jesus know there were no literal Adam and Eve and He was simply accommodating His teaching to the beliefs of the people (i.e., lying)? If Jesus is wrong in His beliefs, He is not God. If Jesus is intentionally deceiving people, He is sinning and therefore cannot be the Savior (
1 Peter 1:19
).

That is why this is such a serious issue. To deny the literalness of Adam and Eve is to place oneself in opposition to Jesus and the apostle Paul. If one has the audacity to claim he is right and Jesus and Paul are wrong, then Jesus is a sinner, not God and not the Savior; the apostle Paul is a false prophet; and the Bible is not inspired, inerrant, or trustworthy.

The Bible clearly presents Adam and Eve as literal people who existed in a literal Garden of Eden. They literally rebelled against God, they literally believed Satan’s lie, and they were literally cast out of the Garden (
Genesis 3:24
). They had literal children, all of whom inherited the sin nature, and that nature was passed down to succeeding generations to this very day. Fortunately, God promised a literal Savior to redeem us from that sin nature (
Genesis 3:15
). That Savior is Jesus Christ, called the “last Adam” (
1 Corinthians 15:45
), who died on a literal cross and literally rose again. Those who believe in Christ will have literal salvation and spend eternity in a literal heaven.

Christians who deny the story of Adam and Eve essentially deny their own faith. Rejecting the literal interpretation of the Bible’s historical narratives is a slippery slope. If Adam and Eve did not exist, then were Cain and Abel not real? Did Seth exist, and did he father a godly line that led all the way to Abraham and eventually to Jesus Himself? Where in Luke’s genealogy (
Luke 3:23–38
) do the names stop referring to literal people and start referring to mythical characters? To dismiss Adam and Eve as non-literal is to deny the accuracy of Luke’s gospel, cast aspersions on Moses’ record, and remove the foundation of the rest of the Bible.

God’s Word claims to be true (
Psalm 119:160
). Jesus Christ declared God’s Word to be truth (
John 17:17
). All of God’s Word is God-breathed (
2 Timothy 3:16-17
). These declarations include the biblical account of Adam and Eve."
What is the age of the universe?,"In 
Genesis 1:1
, we are told that “in the beginning God created the heavens and the earth.” The Bible gives no date for the creation; the only hint is that it happened “in the beginning.” In Hebrew, the word for “beginning” is 
bereshith
, literally meaning “head.”

All Christians agree that God created the universe. Where Christians have a difference of opinion is in the interpretation of the word 
day
 (Hebrew 
yom
) in Genesis chapter 1. Those who hold to a literal, 24-hour day believe in a comparatively 
young earth
; those who hold to a non-literal, poetic day believe in a much 
older earth
.

Many scholars and Christian scientists believe the word 
day
 in Genesis refers to a literal, 24-hour day. This would explain the repetition throughout 
Genesis 1
 of the statement “and there was evening, and there was morning.” One evening and one morning make up one day (in Jewish reckoning, a new day begins at sunset). Others point to the non-literal use of the word 
day
 elsewhere in Scripture, e.g., “the day of the Lord,” and argue that evening to morning does not equal a day and should instead be understood as figuratively referring to beginnings and endings of periods of time (
Genesis 2:4
; 2:27).

If the genealogies in Genesis chapters 5 and 11 and the rest of Old Testament history are interpreted strictly literally, the creation of Adam can be dated to approximately 4000 BC. But this would only date the creation of Adam, not necessarily the creation of the earth, let alone the universe. There is also the possibility of “
gaps
” of time in the narrative of 
Genesis 1
.

All that to say, the Bible does not explicitly give the age of the universe. Got Questions Ministries takes the position of a young earth and believes literal, 24-hour days in 
Genesis 1
 are a preferred interpretation. At the same time, we do not have serious disagreements with the idea that the earth and the universe might be significantly older than 6,000 years. Whether the differences are explained by gaps or by God creating the universe with the “appearance of age” or by some other factor—a universe older than 6,000 years does not cause significant biblical or theological problems. In other words, this is not an issue over which Christians ought to suffer doubt or discord.

Ultimately, the age of the universe cannot be proved from Scripture or from science. Whether the cosmos is 6,000 years old or billions of years old, both viewpoints (and everything in between) rest on faith and assumptions. It is always wise to question the motives of those who argue the earth “must be” some specific age, and that the evidence could not possibly be interpreted as anything else. There are good and bad reasons, logic, and motivations on all sides of this question. Only one view will ultimately be proved true, but in the meantime some options are more biblical than others."
What is the Anthropic Principle?,"Anthropic
 means “relating to human beings or their existence.” 
Principle
 means “law.” The Anthropic Principle is the Law of Human Existence. It is well known that our existence in this universe depends on numerous cosmological constants and parameters whose numerical values must fall within a very narrow range of values. If even a single variable were off, even slightly, we would not exist. The extreme improbability that so many variables would align so auspiciously in our favor merely by chance has led some scientists and philosophers to propose instead that it was God who providentially engineered the universe to suit our specific needs. This is the Anthropic Principle: that the universe appears to have been fine-tuned for our existence.

Consider protons, for example. Protons are the positively charged subatomic particles which (along with neutrons) form the nucleus of an atom (around which negatively charged electrons orbit). Whether by providence or fortuitous luck (depending on your perspective), protons just happen to be 1,836 times larger than electrons. If they were a little bigger or a little smaller, we would not exist (because atoms could not form the molecules we require). So how did protons end up being 1,836 times larger than electrons? Why not 100 times larger or 100,000 times? Why not smaller? Of all the possible variables, how did protons end up being just the right size? Was it luck or contrivance?

Or how is it that protons carry a positive electrical charge equal to that of the negatively charged electrons? If protons did not balance electrons and vice versa, we would not exist. They are not comparable in size, yet they are perfectly balanced. Did nature just stumble upon such a propitious relationship, or did God ordain it for our sakes?

Here are some examples of how the Anthropic Principle directly affects the livability of our planet:


The unique properties of water.
 Every known life form depends on water. Thankfully, unlike every other substance known to man, water’s solid form (ice) is less dense than its liquid form. This causes ice to float. If ice did not float, our planet would experience runaway freezing. Other important properties of water include its solvency, cohesiveness, adhesiveness and other thermal properties. 


Earth’s atmosphere. 
 If there were too much of just one of the many gases which make up our atmosphere, our planet would suffer a runaway greenhouse effect. On the other hand, if there were not enough of these gases, life on this planet would be devastated by cosmic radiation. 


Earth’s reflectivity or “albedo” 
 (the total amount of light reflected off the planet versus the total amount of light absorbed). If Earth’s albedo were much greater than it is now, we would experience runaway freezing. If it were much less than it is, we would experience a runaway greenhouse effect. 


Earth’s magnetic field. 
 If it were much weaker, our planet would be devastated by cosmic radiation. If it were much stronger, we would be devastated by severe electromagnetic storms. 


Earth’s place in the solar system. 
 If we were much further from the sun, our planet’s water would freeze. If we were much closer, it would boil. This is just one of numerous examples of how our privileged place in the solar system allows for life on Earth. 


Our solar system’s place in the galaxy. 
 Once again, there are numerous examples of this. For instance, if our solar system were too close to the center of our galaxy, or to any of the spiral arms at its edge, or any cluster of stars, for that matter, our planet would be devastated by cosmic radiation. 


The color of our sun. 
 If the sun were much redder, on the one hand, or bluer, on the other, photosynthesis would be impeded. Photosynthesis is a natural biochemical process crucial to life on Earth. 

The above list is by no means exhaustive. It is just a small sample of the many factors which must be just right in order for life to exist on Earth. We are very fortunate to live on a privileged planet in a privileged solar system in a privileged galaxy in a privileged universe.

The question for us now is, with so many universal constants and cosmological parameters defining our universe, and with so many possible variables for each one, how did they all just happen to fall within the extremely narrow range of values required for our existence? The general consensus is that we are either here by fortuitous luck against tremendous odds or by the purposeful design of an intelligent Agent.

Some proponents of the here-by-chance perspective have sought to level the odds against fortuitous luck by hypothesizing a scenario whereby our universe is just one among many in what has come to be termed a “multiverse.” This gives nature many more chances to “get it right,” bringing the odds against its success down significantly.

Imagine innumerable lifeless universes in which one or more of the necessary variables fail to fall within the specific range of values required for life. The idea is that nature would eventually get it right, and apparently has done so as evidenced by the fact that we exist (or so the argument goes). We are the lucky ones whose universe stumbled upon the right combination of cosmological values. The Anthropic Principle is often cited as empirical grounds for the otherwise mathematically hypothetical multiverse.

Intelligent Design theorists hail the Anthropic Principle as further evidence in support of their thesis that life was engineered by a transcendent Mastermind. Not only do biological systems bear the hallmarks of design (the information content of DNA, specified complexity, irreducible complexity, etc.), but the universe which supports and provides a context for life appears to have been designed as a means to that end."
What doescreation ex nihilomean?,"Ex nihilo
 is Latin for “from nothing.” The term 
creation ex nihilo
 refers to God creating everything from nothing. In the beginning, 
God created
 the heavens and the earth (
Genesis 1:1
). Prior to that moment, there was nothing. God didn’t make the universe from preexisting building blocks. He started from scratch.

The Bible never expressly states that God made everything from nothing, but it is implied. In 
Hebrews 11:3
 we read, “By faith we understand that the worlds were framed by the word of God, so that the things which are seen were not made of things which are visible.” Scholars take this to mean that the universe came into existence by divine command and was not assembled from preexisting matter or energy. Things that are visible do not owe their existence to anything visible.

Humans can be very creative, but we cannot create 
ex nihilo
. Strictly speaking, we cannot create; we can only synthesize. We require materials from which to build something. God is not so constrained. This is difficult for us to comprehend because of a fundamental law of physics that we are all familiar with. The “first law of science” states that matter (the stuff the universe is made of) cannot be created or destroyed. Matter can be converted from solid to liquid to gas to plasma and back again; atoms can be combined into molecules and split into their component parts; but matter cannot be created from nothing or completely destroyed. And so this idea that God created everything from nothing is not natural to us. It’s not natural at all—it’s supernatural.

The term 
creation ex nihilo
 refers to the supernatural event that was the beginning of the universe. It was the moment that God created something (everything) from nothing."
What is the Day-Age Theory?,"Although Moses wrote the book of Genesis approximately 3,400 years ago, it has been in just the last few centuries when serious debate over the nature and date of the original creation has developed. Consequently, there are now several creation theories, one of which is the Day-Age Theory. In short, this is a belief that the “days” spoken of in the first chapter of Genesis are sequential periods and not literal, 24-hour days. Each day, therefore, is thought to represent a much longer, albeit undefined, period of time, such as a 
million or more years
. This is rooted in an effort to harmonize our understanding of the Bible with what appears to be overwhelming scientific evidence of an “old” earth.

Science has a habit of disproving interpretations of certain views, but it has never contradicted anything explicitly taught in the Bible. God’s Word is our supreme source of truth, but that does not mean everything it says is easy to understand or immediately clear (see 
2 Peter 3:16
; 
Colossians 1:26
). It’s important to point out that Day-Age theorists are not attempting to remove God. Some alternative views, such as atheistic evolution, do just that. Rather, Day-Age Theory seeks to harmonize faithful interpretation of the Bible with a modern understanding of science.

Needless to say, any approach to interpreting the Bible should be handled with caution. One consequence of questioning the fundamental truths of the book of Genesis is the temptation to re-interpret any doctrine that does not agree with our preferences. However, preference is not a valid reason to reject the 
inerrancy
 of the Word of God. At the same time, suggesting a different interpretation is not at all the same thing as questioning the inspiration of the Bible.

Adherents of Day-Age Theory often point out that the word used for “day” in Hebrew, 
yom
, sometimes refers to a period of time that is longer than a literal, 24-hour day. In fact, this happens in the creation account itself, in 
Genesis 2:4
. There, the entire explanation is described as “the account of the heavens and the earth when they were created, in the day that the LORD God made earth and heaven” (NASB). This is also seen in God’s warning in 
Genesis 2:17
, where He warns that man will die “in the day” he eats from the tree.

Each day in the first chapter of Genesis is described as having an evening and a morning. Indeed, these two words—
evening
 and 
morning
—are used extensively in the Old Testament, and in most circumstances they refer to normal days. Speaking from the perspective of language, opponents of Day-Age Theory note that, if Moses wanted to convey a longer period of time, he could have used clear terms such as 
olam
 or 
qedem
 in place of 
yom
. Day-Age proponents, in response, note that this does not change the possibility of a symbolic use of 
yom
, especially since it’s clearly used symbolically in those very passages by Moses.

Another reason given for a metaphorical “day” as postulated by the Day-Age Theory is that the sun was not created until day four. Given this, how could there have been conventional, 24-hour days (i.e., day and night) before day four? Opponents of the Day-Age Theory would contend that, technically, the sun itself is not needed for a day and night. What is needed is light and a rotating Earth. The “evening and morning” indicates a rotating Earth, and, as far as light is concerned, God’s very first command was “Let there be light,” and there was light (
Genesis 1:3
), prior to there being a sun. Separating the light from the darkness was the very first thing our Creator did.

A major sticking point for some Christians about Day-Age Theory is the implication that disease, suffering, and death must have existed before the fall of man. Careless application of Day-Age Theory could possibly contradict the concept of the fall of man and, by extension, the doctrine of the 
atonement
. Scripture clearly indicates that “sin entered the world through one man [Adam], and death through sin” (
Romans 5:12
). Day-Age creationists would agree there was no 
human
 death prior to Adam’s sin. They note the primary effects of the fall were relational and spiritual and did not result in immediate fatality to Adam or Eve. In other words, it is entirely reasonable to suggest that some kind of death existed in the world—but not necessarily in man—prior to the fall.

As with many such issues, the Bible is not especially clear about the exact nature of creation. There are arguments and evidence for many different views, though not all of these are truly biblical. The Day-Age Theory, in and of itself, is like any other 
possible
 interpretation of the Word of God. It has strengths and weaknesses and should be treated with cautious deliberation."
